feature,mean_abs_shap
feature_409,0.007373631364502201
feature_392,0.007262702232702733
feature_177,0.0071667816653227835
feature_493,0.006921082127021305
feature_359,0.0068904458995680115
feature_567,0.006800374891925729
feature_411,0.006698640326863145
feature_526,0.006629135305873431
feature_277,0.006614923975326762
feature_445,0.006553868488750899
feature_269,0.006520156944299613
feature_428,0.006417186724345329
feature_479,0.006385569351185169
feature_196,0.0063810328686544635
feature_362,0.006352376303973661
feature_169,0.006308984804217512
feature_305,0.006296202820847643
feature_62,0.00626006200596613
feature_250,0.006222533231077028
feature_442,0.006079525326014416
feature_222,0.005972185171837472
feature_432,0.005900328059544919
feature_524,0.005757256415613577
feature_46,0.005548246819060885
feature_470,0.005452939353087933
feature_198,0.005434862140435012
feature_385,0.005132623236502408
feature_555,0.005117358366380128
feature_457,0.005108471481369173
feature_427,0.005010413217392401
feature_448,0.0048472443356896485
feature_167,0.004795814483297196
feature_170,0.004744403752211814
feature_441,0.00463233481474861
feature_482,0.004587648207138466
feature_474,0.004475373498343268
feature_539,0.004459388877742091
feature_44,0.004362272250063415
feature_221,0.004221658249393964
feature_549,0.00422095170824664
feature_106,0.004086670261891977
feature_3,0.003882744762119925
feature_545,0.003801368841452371
feature_337,0.0037810886461109795
feature_318,0.0034663164332847194
feature_566,0.003460863653931078
feature_376,0.0031856478619205343
feature_289,0.0027568789336676123
feature_95,0.0026595149404918025
feature_543,0.0026515977229258584
feature_143,0.0026264912368889866
feature_420,0.002584526761582684
feature_155,0.0022790017726748092
feature_447,0.0020898319183742025
feature_105,0.0018326141605331623
feature_444,0.0016990708097128903
feature_251,0.0013116575111747721
feature_36,0.001128574446811798
feature_542,0.0008543983162778197
feature_544,0.0008421885914418397
feature_315,0.0
feature_347,0.0
feature_342,0.0
feature_74,0.0
feature_266,0.0
feature_264,0.0
feature_265,0.0
feature_263,0.0
feature_262,0.0
feature_260,0.0
feature_261,0.0
feature_257,0.0
feature_256,0.0
feature_259,0.0
feature_258,0.0
feature_69,0.0
feature_94,0.0
feature_97,0.0
feature_414,0.0
feature_398,0.0
feature_400,0.0
feature_403,0.0
feature_399,0.0
feature_401,0.0
feature_402,0.0
feature_404,0.0
feature_389,0.0
feature_394,0.0
feature_395,0.0
feature_387,0.0
feature_276,0.0
feature_284,0.0
feature_141,0.0
feature_396,0.0
feature_397,0.0
feature_370,0.0
feature_369,0.0
feature_364,0.0
feature_371,0.0
feature_374,0.0
feature_378,0.0
feature_381,0.0
feature_380,0.0
feature_379,0.0
feature_373,0.0
feature_372,0.0
feature_375,0.0
feature_313,0.0
feature_114,0.0
feature_13,0.0
feature_5,0.0
feature_329,0.0
feature_328,0.0
feature_327,0.0
feature_326,0.0
feature_325,0.0
feature_330,0.0
feature_101,0.0
feature_309,0.0
feature_149,0.0
feature_322,0.0
feature_314,0.0
feature_462,0.0
feature_451,0.0
feature_461,0.0
feature_458,0.0
feature_450,0.0
feature_209,0.0
feature_206,0.0
feature_478,0.0
feature_481,0.0
feature_234,0.0
feature_235,0.0
feature_463,0.0
feature_464,0.0
feature_49,0.0
feature_52,0.0
feature_226,0.0
feature_229,0.0
feature_230,0.0
feature_231,0.0
feature_232,0.0
feature_233,0.0
feature_465,0.0
feature_466,0.0
feature_242,0.0
feature_243,0.0
feature_240,0.0
feature_422,0.0
feature_236,0.0
feature_237,0.0
feature_249,0.0
feature_241,0.0
feature_449,0.0
feature_192,0.0
feature_501,0.0
feature_191,0.0
feature_190,0.0
feature_42,0.0
feature_521,0.0
feature_513,0.0
feature_514,0.0
feature_515,0.0
feature_512,0.0
feature_507,0.0
feature_508,0.0
feature_509,0.0
feature_505,0.0
feature_504,0.0
feature_503,0.0
feature_506,0.0
feature_502,0.0
feature_498,0.0
feature_193,0.0
feature_194,0.0
feature_179,0.0
feature_178,0.0
feature_535,0.0
feature_174,0.0
feature_531,0.0
feature_532,0.0
feature_533,0.0
feature_534,0.0
feature_530,0.0
feature_529,0.0
feature_528,0.0
feature_537,0.0
feature_186,0.0
feature_538,0.0
feature_189,0.0
feature_536,0.0
