feature,mean_abs_shap
timestamp_index,539.7277890878408
std,1.8767636173916846
rms,0.2880333798715861
mean,0.08130340609087738
kurtosis,0.07499944362632334
peak_to_peak,0.05819853638166161
crest_factor,0.05547905846665961
skewness,0.05153233354508063
