feature,mean_abs_shap
timestamp_index,538.086166870165
std,2.1862819087131156
mean,1.6474265843603009
rms,0.769391600752997
kurtosis,0.7055308894333535
peak_to_peak,0.6751679426226456
crest_factor,0.5806791051628705
skewness,0.4801936863897693
