feature,mean_abs_shap
std,2.2117751397317993
kurtosis,1.711397806004181
rms,0.871912648826917
crest_factor,0.6346456920635627
peak_to_peak,0.5876961394354404
mean,0.4300490112710612
skewness,0.22113116288490606
